#: table_doi: 10.17182/hepdata.90640.v1/t23
#: name: Statistical covariance matrix
#: description: Figure 8, statistical covariance matrix for normalized differential cross sections (note, the figure in the paper is for the corresponding correlation matrix)
#: data_file: statcov_normdiffxsec_AllVars.yaml
#: keyword cmenergies: 13000.0
#: keyword reactions: P P --> TOP TOPBAR X
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GEV],13000
Bin,Bin,Statistical covariance for all normalized differential cross section bins
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\varphi$ bin 6,1.0833719e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi$ bin 6,5.800948798e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi$ bin 6,2.355853061e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi$ bin 6,1.143134528e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi$ bin 6,-1.379384276e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi$ bin 6,-6.350449013e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi$ bin 6,5.561446298e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi$ bin 6,6.421031623e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi$ bin 6,1.134091435e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi$ bin 6,3.445615836e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi$ bin 6,-8.995516465e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi$ bin 6,-2.079357244e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi$ bin 6,7.413481539e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi$ bin 6,-1.17463291e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi$ bin 6,-2.955985071e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi$ bin 6,4.412019032e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi$ bin 6,2.989933049e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi$ bin 6,-4.722536678e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi$ bin 6,1.451202578e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi$ bin 6,-6.156835035e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi$ bin 6,-8.874385901e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi$ bin 6,1.566929247e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi$ bin 6,1.58441707e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi$ bin 6,-8.994302941e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi$ bin 6,-7.487939289e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi$ bin 6,4.216835462e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi$ bin 6,-2.934936741e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi$ bin 6,-4.948581258e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi$ bin 6,-6.903254536e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi$ bin 6,-3.837210951e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi$ bin 6,3.740495809e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi$ bin 6,-5.88534696e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi$ bin 6,-1.115277145e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi$ bin 6,1.620000733e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi$ bin 6,1.6546944e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi$ bin 6,-9.72197498e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi$ bin 6,-5.986857944e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi$ bin 6,6.58313077e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi$ bin 6,-3.090421044e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi$ bin 6,-4.570220376e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi$ bin 6,-1.502972551e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi$ bin 6,-6.56670301e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi$ bin 6,3.237153502e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi$ bin 6,-6.197089907e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi$ bin 6,-8.138473013e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi$ bin 6,1.357374777e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi$ bin 6,1.595282559e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi$ bin 6,-8.066168915e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi$ bin 6,-7.124841522e-06
$\cos\varphi$ bin 1,$\cos\varphi$ bin 6,-5.235482987e-06
$\cos\varphi$ bin 2,$\cos\varphi$ bin 6,2.257553113e-06
$\cos\varphi$ bin 3,$\cos\varphi$ bin 6,1.494287196e-05
$\cos\varphi$ bin 4,$\cos\varphi$ bin 6,-3.43901162e-05
$\cos\varphi$ bin 5,$\cos\varphi$ bin 6,-5.198018732e-05
$\cos\varphi$ bin 6,$\cos\varphi$ bin 6,7.440536143e-05
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\varphi$ bin 6,-3.135887766e-06
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\varphi$ bin 6,-2.091807118e-06
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\varphi$ bin 6,-1.829330137e-06
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\varphi$ bin 6,-1.08480834e-06
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\varphi$ bin 6,-1.025712624e-06
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\varphi$ bin 6,9.167545985e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\varphi$ bin 6,3.009651744e-06
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\varphi$ bin 6,1.735742527e-06
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\varphi$ bin 6,3.837315701e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\varphi$ bin 6,-6.1175244e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\varphi$ bin 6,-2.001442499e-06
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\varphi$ bin 6,-2.515930903e-06
$\cos\theta_{1}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-4.20114515e-06
$\cos\theta_{1}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.031505729e-08
$\cos\theta_{1}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,4.076755966e-07
$\cos\theta_{1}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,8.58456375e-07
$\cos\theta_{1}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.266035289e-06
$\cos\theta_{1}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.699292947e-06
$\cos\theta_{2}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-5.155860112e-06
$\cos\theta_{2}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.793774128e-07
$\cos\theta_{2}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,4.746826998e-07
$\cos\theta_{2}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.255098496e-06
$\cos\theta_{2}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.705749974e-06
$\cos\theta_{2}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.44095153e-06
$\cos\theta_{1}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.414090442e-06
$\cos\theta_{1}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.291714476e-07
$\cos\theta_{1}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.539312699e-06
$\cos\theta_{1}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.57844261e-07
$\cos\theta_{1}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-4.42373525e-07
$\cos\theta_{1}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.196268596e-06
$\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.413336165e-06
$\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.071071711e-07
$\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.235236697e-06
$\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-8.779321271e-07
$\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-6.047426014e-08
$\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,9.674140906e-07
$\cos\theta_{1}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-4.346945307e-07
$\cos\theta_{1}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.566853665e-07
$\cos\theta_{1}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,7.289083626e-07
$\cos\theta_{1}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,9.756397892e-07
$\cos\theta_{1}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.462558036e-07
$\cos\theta_{1}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-6.66912451e-07
$\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.699559834e-07
$\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-5.852886209e-07
$\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.717947711e-08
$\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.244111276e-06
$\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.668403811e-07
$\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.592057679e-07
$\cos\theta_{1}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.901824114e-07
$\cos\theta_{1}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.069588134e-06
$\cos\theta_{1}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.527195536e-07
$\cos\theta_{1}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.071689122e-08
$\cos\theta_{1}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.865070304e-07
$\cos\theta_{1}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.33669996e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.91506377e-06
$\cos\theta_{2}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.029485003e-07
$\cos\theta_{2}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.694298702e-07
$\cos\theta_{2}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.231274126e-07
$\cos\theta_{2}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.701809185e-06
$\cos\theta_{2}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.635419779e-08
$\cos\theta_{1}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.118663137e-06
$\cos\theta_{1}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.18544663e-06
$\cos\theta_{1}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.981121575e-07
$\cos\theta_{1}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.308244316e-06
$\cos\theta_{1}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.461216612e-06
$\cos\theta_{1}^{r*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.365366813e-07
$\cos\theta_{2}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.262361739e-06
$\cos\theta_{2}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.51212671e-07
$\cos\theta_{2}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-9.525934402e-07
$\cos\theta_{2}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.077020408e-06
$\cos\theta_{2}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.17409257e-07
$\cos\theta_{2}^{r*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.425779002e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.144264558e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.395936621e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.728262476e-07
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.673800611e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.956473625e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.082753191e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.375880524e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.674403594e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.395122831e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-6.051505729e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.349604575e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,8.943503829e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.734935673e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.560412295e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.374386094e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.811268019e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,9.949822818e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,5.020416556e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.999894745e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.943383088e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.830313748e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.81981551e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,5.087605115e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.906982659e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,8.848458441e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.585639755e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.70983139e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.432873965e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-6.179943851e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.222246723e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,4.709090505e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.24534101e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.07140885e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.679237397e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,7.040081554e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.889494851e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.118882818e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.124200261e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.30363725e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.552821375e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.407675248e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.923169644e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.453782421e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.274829751e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.128604513e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.080794318e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,6.80884291e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.509565418e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-6.134536088e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-2.568834894e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,7.990339198e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,9.028861668e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.724186705e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.025536262e-06
$\cos\varphi$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.838766429e-06
$\cos\varphi$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.318542231e-06
$\cos\varphi$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.988578363e-07
$\cos\varphi$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-9.177440367e-07
$\cos\varphi$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.502534693e-06
$\cos\varphi$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.135887766e-06
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,8.950961857e-06
